Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Gender,Country,Timestamp,Clicked on Ad
39.56,41,59243.46,143.13,Ameliorated exuding solution,Port Mitchell,Male,Western Sahara,5/13/2016 11:57,Yes
39.76,28,35350.55,196.83,Integrated maximized service-desk,Pottermouth,Male,Liberia,02/08/2016 14:02,Yes
57.11,22,59677.64,207.17,Self-enabling tertiary challenge,Lake Jonathanview,Male,Dominican Republic,06/07/2016 23:46,No
83.26,40,70225.6,187.76,Decentralized foreground infrastructure,Alanview,Male,Tonga,01/02/2016 14:36,No
69.42,25,65791.17,213.38,Quality-focused hybrid frame,Carterport,Female,Lao People's Democratic Republic,2/13/2016 4:16,No
50.6,30,34191.13,129.88,Realigned reciprocal framework,New Daniellefort,Male,United States of America,05/03/2016 12:57,Yes
46.2,37,51315.38,119.3,Distributed maximized ability,Welchshire,Female,Belgium,04/03/2016 11:38,Yes
66.88,35,62790.96,119.47,Polarized bifurcated array,Russellville,Male,Indonesia,3/23/2016 19:58,Yes
83.97,40,66291.67,158.42,Progressive asynchronous adapter,West Lisa,Male,Croatia,02/02/2016 11:49,No
76.56,30,68030.18,213.75,Business-focused high-level hardware,Greentown,Female,Brunei Darussalam,03/08/2016 10:39,No
35.49,48,43974.49,159.77,Fully-configurable holistic throughput,Timothyport,Female,American Samoa,04/08/2016 14:35,Yes
80.29,31,49457.48,244.87,Ameliorated contextually-based collaboration,Teresahaven,Male,Netherlands Antilles,6/30/2016 0:40,No
50.19,40,33987.27,117.3,Progressive uniform budgetary management,Lake Stephenborough,Female,Thailand,3/25/2016 19:02,Yes
59.12,33,28210.03,NA,Synergistic stable infrastructure,Silvaton,Female,Greece,05/12/2016 21:32,Yes
59.88,30,75535.14,193.63,Reverse-engineered content-based intranet,West Michaelstad,Male,French Polynesia,03/02/2016 05:11,No
59.7,28,49158.5,120.25,Expanded zero administration attitude,Florestown,Female,Guernsey,05/10/2016 14:12,Yes
67.8,30,39809.69,117.75,Team-oriented 6thgeneration extranet,New Jay,Male,Isle of Man,03/03/2016 02:59,Yes
81.59,35,65826.53,223.16,Managed disintermediate capability,North Lisachester,Female,Holy See (Vatican City State),07/04/2016 11:03,No
81.1,29,61172.07,216.49,Front-line dynamic model,Port Stacy,Male,El Salvador,07/08/2016 03:47,No
41.7,39,42898.21,126.95,Innovative regional structure,Jensenton,Female,China,5/27/2016 5:35,Yes
73.94,27,68333.01,173.49,Function-based incremental standardization,North Alexandra,Female,Myanmar,02/10/2016 13:46,No
58.35,37,70232.95,132.63,Universal asymmetric workforce,Rivasland,Female,Macao,06/12/2016 21:21,Yes
51.56,46,63102.19,124.85,Business-focused client-driven forecast,Helenborough,Female,Australia,01/07/2016 13:58,Yes
79.81,37,51847.26,253.17,Realigned global initiative,Garnerberg,Female,United States Virgin Islands,5/13/2016 14:12,No
66.17,26,63580.22,228.7,Business-focused maximized complexity,North Anaport,Female,Mexico,05/02/2016 00:01,No
58.21,37,47575.44,105.94,Open-source global strategy,Pattymouth,Female,Djibouti,02/07/2016 17:06,Yes
66.12,49,39031.89,113.8,Stand-alone motivating moratorium,South Alexisborough,Female,Cote d'Ivoire,2/15/2016 7:27,Yes
80.47,42,70505.06,215.18,Grass-roots multimedia policy,East Jennifer,Male,Mali,2/21/2016 5:23,No
77.05,31,62161.26,236.64,Upgradable local migration,Hallfort,Female,Jamaica,3/20/2016 22:27,No
49.99,41,61068.26,121.07,Profound bottom-line standardization,New Charleschester,Female,Romania,3/24/2016 9:34,Yes
80.3,58,49090.51,173.43,Managed client-server access,East Breannafurt,Female,Cayman Islands,04/04/2016 20:01,Yes
79.36,33,62330.75,234.72,Cross-platform directional intranet,East Susanland,Male,Gambia,01/02/2016 04:50,No
57.86,30,18819.34,166.86,Horizontal modular success,Estesfurt,Female,Algeria,07/08/2016 17:14,Yes
70.29,26,62053.37,231.37,Vision-oriented multi-tasking success,Shirleyfort,Male,Puerto Rico,3/28/2016 19:48,No
84.53,33,61922.06,215.18,Optional multi-state hardware,Douglasview,Male,Norfolk Island,07/11/2016 09:32,No
59.13,44,49525.37,106.04,Upgradable heuristic system engine,South Lisa,Male,Turkey,06/09/2016 17:11,Yes
81.51,41,53412.32,250.03,Future-proofed modular utilization,Kingshire,Female,Guinea,5/19/2016 9:30,No
42.94,37,56681.65,130.4,Synergistic dynamic orchestration,Rebeccamouth,Male,Moldova,04/12/2016 12:35,Yes
84.81,32,43299.63,233.93,Multi-layered stable encoding,Brownbury,Male,Greece,07/04/2016 23:17,No
82.79,34,47997.75,132.08,Team-oriented zero-defect initiative,South Aaron,Female,American Samoa,02/01/2016 00:52,Yes
59.22,55,39131.53,126.39,Polarized 5thgeneration matrix,North Andrew,Male,Honduras,1/13/2016 2:39,Yes
35,40,46033.73,151.25,Fully-configurable context-sensitive Graphic Interface,South Walter,Male,Mongolia,6/18/2016 16:02,Yes
46.61,42,65856.74,136.18,Progressive intermediate throughput,Catherinefort,Female,Ethiopia,01/01/2016 20:17,Yes
63.26,29,54787.37,120.46,Customizable holistic archive,East Donna,Male,Ethiopia,03/02/2016 04:02,Yes
79.16,32,69562.46,202.9,Compatible intermediate concept,East Timothy,Male,Sri Lanka,3/30/2016 20:23,No
67.94,43,68447.17,128.16,Assimilated next generation firmware,North Kimberly,Female,Morocco,05/01/2016 00:23,Yes
79.91,32,62772.42,230.18,Total zero administration software,South Stephanieport,Male,United Arab Emirates,6/17/2016 3:02,No
66.14,41,78092.95,165.27,Re-engineered impactful software,North Isabellaville,Female,Western Sahara,3/23/2016 8:52,No
43.65,39,63649.04,138.87,Business-focused background synergy,North Aaronburgh,Female,Western Sahara,05/08/2016 22:24,Yes
59.61,21,60637.62,198.45,Future-proofed coherent budgetary management,Port James,Male,Cambodia,04/06/2016 05:55,No
46.61,52,27241.11,156.99,Ergonomic methodical encoding,Danielview,Female,New Zealand,04/05/2016 05:54,Yes
89.37,34,42760.22,162.03,Compatible dedicated productivity,Port Stacey,Male,Australia,4/16/2016 12:26,No
65.1,49,59457.52,118.1,Up-sized real-time methodology,West Kevinfurt,Male,Bulgaria,06/01/2016 03:44,Yes
53.44,42,42907.89,108.17,Up-sized next generation architecture,Lake Jennifer,Male,Libyan Arab Jamahiriya,04/04/2016 22:00,Yes
79.53,51,46132.18,244.91,Managed 6thgeneration hierarchy,Reyesfurt,Female,Barbados,6/26/2016 4:22,No
91.43,39,46964.11,209.91,Organic motivating model,West Carmenfurt,Male,French Polynesia,07/07/2016 03:55,No
73.57,30,70377.23,212.38,Pre-emptive transitional protocol,North Stephanieberg,Female,Uruguay,3/20/2016 8:22,No
78.76,32,70012.83,208.02,Managed attitude-oriented Internet solution,East Valerie,Male,Uruguay,4/20/2016 10:04,No
76.49,23,56457.01,181.11,Public-key asynchronous matrix,Sherrishire,Female,Brazil,3/25/2016 5:05,No
61.72,26,67279.06,218.49,Grass-roots systematic hardware,Port Daniel,Female,Venezuela,2/14/2016 7:15,No
84.53,35,NA,236.29,User-centric composite contingency,Brownview,Female,Myanmar,3/26/2016 0:32,No
72.03,34,70783.94,230.95,Up-sized bi-directional infrastructure,Greerton,Male,Malta,07/05/2016 22:33,No
77.47,36,70510.59,222.91,Assimilated actuating policy,Hatfieldshire,Male,Jamaica,3/14/2016 3:29,No
75.65,39,64021.55,247.9,Organized upward-trending contingency,Brianabury,Male,Bahrain,5/30/2016 2:34,No
78.15,33,72042.85,194.37,Ergonomic neutral portal,New Maria,Female,Algeria,03/07/2016 22:32,No
63.8,38,36037.33,108.7,Adaptive demand-driven knowledgebase,Colebury,Male,Tuvalu,3/19/2016 0:27,Yes
76.59,29,67526.92,211.64,Reverse-engineered maximized focus group,Calebberg,Female,Georgia,6/18/2016 5:17,No
42.6,55,55121.65,168.29,Switchable analyzing encryption,Lake Ian,Female,Cambodia,07/11/2016 18:12,Yes
78.77,28,63497.62,211.83,Public-key intangible Graphical User Interface,Gomezport,Female,Guam,01/01/2016 08:27,No
83.4,39,60879.48,235.01,Advanced local task-force,Shaneland,Female,Tanzania,04/07/2016 01:57,No
79.53,33,61467.33,236.72,Profound well-modulated array,East Aaron,Female,Indonesia,2/28/2016 22:02,No
73.89,35,70495.64,229.99,Multi-channeled asymmetric installation,Dustinborough,Male,Somalia,6/26/2016 17:25,No
75.8,36,71222.4,224.9,Multi-layered fresh-thinking neural-net,East Michaelland,Female,Belize,1/21/2016 4:30,No
81.95,31,64698.58,208.76,Distributed cohesive migration,East Connie,Male,Serbia,05/01/2016 21:46,No
56.39,58,32252.38,154.23,Programmable uniform website,West Shannon,Female,Australia,2/14/2016 10:06,Yes
44.73,35,55316.97,127.56,Object-based neutral policy,North Lauraland,Male,Guam,1/27/2016 18:25,Yes
38.35,33,47447.89,145.48,Horizontal global leverage,Port Christopher,Male,Christmas Island,6/16/2016 20:24,Yes
72.53,37,73474.82,223.93,Synchronized grid-enabled moratorium,South Patrickfort,Female,Papua New Guinea,7/21/2016 10:01,No
56.2,49,53549.94,114.85,Adaptive uniform capability,East Georgeside,Male,Bahamas,4/21/2016 18:31,Yes
79.67,28,58576.12,226.79,Total grid-enabled application,Charlesbury,Female,Comoros,7/20/2016 1:56,No
75.42,26,63373.7,164.25,Optional regional throughput,Millertown,Male,Western Sahara,2/26/2016 17:14,No
78.64,31,60283.47,235.28,Integrated client-server definition,South Renee,Male,Nicaragua,1/16/2016 17:56,No
67.69,44,37345.34,109.22,Fundamental methodical support,South Jackieberg,Female,Guam,04/01/2016 01:57,Yes
38.35,41,34886.01,144.69,Synergistic reciprocal attitude,Loriville,Male,Vanuatu,6/24/2016 8:42,Yes
59.52,44,67511.86,251.08,Managed 5thgeneration time-frame,Amandaland,Male,Bolivia,5/27/2016 18:45,No
62.26,37,77988.71,166.19,Vision-oriented uniform knowledgebase,West Robertside,Female,Malawi,5/26/2016 15:40,No
64.75,36,63001.03,117.66,Multi-tiered stable leverage,North Sarashire,Female,Venezuela,04/06/2016 01:19,Yes
79.97,26,61747.98,185.45,Down-sized explicit budgetary management,Port Maria,Male,Nepal,01/08/2016 19:38,No
47.9,42,48467.68,114.53,Cross-group human-resource time-frame,East Jessefort,Female,United Kingdom,2/24/2016 19:08,Yes
80.38,30,55130.96,238.06,Business-focused holistic benchmark,Port Anthony,Female,Albania,03/10/2016 07:07,No
64.51,42,79484.8,190.71,Virtual 5thgeneration neural-net,Edwardmouth,Male,Madagascar,4/29/2016 7:49,No
71.28,37,67307.43,246.72,Distributed scalable orchestration,Dustinchester,Male,Guyana,04/10/2016 16:08,No
50.32,40,27964.6,125.65,Realigned intangible benchmark,Rochabury,Female,Yemen,4/27/2016 18:25,Yes
72.76,33,66431.87,240.63,Virtual impactful algorithm,Williamsport,Male,India,05/10/2016 04:28,No
72.8,35,63551.67,249.54,Public-key solution-oriented focus group,Austinland,Female,Puerto Rico,01/03/2016 23:21,No
74.59,23,40135.06,158.35,Phased clear-thinking encoding,Lake Gerald,Male,United States Virgin Islands,2/15/2016 16:52,Yes
46.66,45,49101.67,118.16,Grass-roots mission-critical emulation,Wrightview,Female,Antigua and Barbuda,03/09/2016 02:07,Yes
48.86,54,53188.69,134.46,Proactive encompassing paradigm,Perryburgh,Female,French Guiana,01/09/2016 17:33,Yes
37.05,39,49742.83,142.81,Automated object-oriented firmware,Tracyhaven,Male,Antigua and Barbuda,02/03/2016 05:47,Yes
81.21,36,63394.41,233.04,User-friendly content-based customer loyalty,South Jaimeview,Female,Turkmenistan,01/02/2016 09:30,No
66.89,23,64433.99,208.24,Universal incremental array,Sandersland,Male,Honduras,01/04/2016 07:28,No
68.11,38,73884.48,231.21,Reactive national success,South Meredithmouth,Female,Seychelles,01/07/2016 21:21,No
69.15,46,36424.94,112.72,Automated multi-state toolset,Richardsonshire,Female,Cyprus,7/24/2016 0:22,Yes
65.72,36,28275.48,120.12,Managed didactic flexibility,Kimberlymouth,Female,Saint Pierre and Miquelon,2/13/2016 13:57,Yes
40.04,27,48098.86,161.58,Cross-platform neutral system engine,Meghanchester,Female,Poland,05/08/2016 10:25,Yes
68.6,33,68448.94,135.08,Focused high-level frame,Tammyshire,Female,Taiwan,2/17/2016 18:50,Yes
56.16,25,66429.84,164.25,Seamless motivating approach,Millerbury,Male,Cote d'Ivoire,1/22/2016 19:43,Yes
78.6,46,41768.13,254.59,Enhanced systematic adapter,Lake Elizabethside,Male,Micronesia,7/20/2016 13:21,No
78.29,38,57844.96,252.07,Networked regional Local Area Network,Villanuevaton,Female,Liberia,01/05/2016 20:58,No
43.83,45,35684.82,129.01,Total human-resource flexibility,Greerport,Female,Saudi Arabia,1/29/2016 5:39,Yes
77.31,32,62792.43,238.1,Assimilated homogeneous service-desk,North Garyhaven,Female,Nepal,6/17/2016 20:18,No
39.86,28,51171.23,161.24,Ergonomic zero tolerance encoding,East Sharon,Female,Ghana,2/23/2016 13:55,Yes
66.77,25,58847.07,141.13,Cross-platform zero-defect structure,Johnstonmouth,Female,Iran,07/09/2016 11:18,Yes
57.2,42,57739.03,110.66,Innovative maximized groupware,East Heatherside,Female,New Zealand,3/19/2016 11:09,Yes
73.15,25,64631.22,211.12,Face-to-face executive encryption,Lake Patrick,Male,Libyan Arab Jamahiriya,1/29/2016 7:14,No
82.07,24,50337.93,193.97,Monitored local Internet solution,Richardsonmouth,Female,Sri Lanka,6/14/2016 7:02,No
49.84,38,67781.31,135.24,Phased hybrid superstructure,Jenniferhaven,Male,United Arab Emirates,5/18/2016 3:19,Yes
43.97,36,68863.95,156.97,User-friendly grid-enabled analyzer,Boyerberg,Male,Indonesia,1/30/2016 9:54,Yes
77.25,27,55901.12,231.38,Pre-emptive neutral contingency,Port Elijah,Male,Saint Vincent and the Grenadines,4/25/2016 16:58,No
74.84,37,64775.1,246.44,User-friendly impactful time-frame,Knappburgh,Male,Mongolia,1/14/2016 16:30,No
83.53,36,67686.16,204.56,Customizable methodical Graphical User Interface,New Dawnland,Female,Honduras,07/06/2016 05:34,No
38.63,48,57777.11,222.11,Cross-platform logistical pricing structure,Chapmanmouth,Female,Papua New Guinea,04/07/2016 10:51,Yes
84,48,46868.53,136.21,Inverse discrete extranet,Robertside,Male,Kyrgyz Republic,4/17/2016 5:08,Yes
52.13,50,40926.93,118.27,Open-source even-keeled database,West Raymondmouth,Male,Ethiopia,1/28/2016 17:03,Yes
71.83,40,22205.74,135.48,Diverse background ability,Costaburgh,Male,Rwanda,2/18/2016 22:42,Yes
78.36,24,58920.44,196.77,Multi-tiered foreground Graphic Interface,Kristineberg,Male,Kyrgyz Republic,6/24/2016 21:09,No
50.18,35,63006.14,127.82,Customizable hybrid system engine,Sandrashire,Male,Grenada,6/20/2016 4:24,Yes
64.67,51,24316.61,138.35,Horizontal incremental website,Andersonfurt,Male,Togo,2/14/2016 16:33,Yes
69.5,26,68348.99,203.84,Front-line systemic capability,Tranland,Female,Pakistan,2/27/2016 13:51,No
65.22,30,66263.37,240.09,Fully-configurable foreground solution,Michaelland,Male,Falkland Islands (Malvinas),05/07/2016 15:16,No
62.06,40,63493.6,116.27,Digitized radical array,East Rachaelfurt,Male,Jersey,3/16/2016 20:10,Yes
84.29,30,56984.09,160.33,Team-oriented transitional methodology,Lake Johnbury,Male,Cayman Islands,6/26/2016 2:06,Yes
32.91,37,51691.55,181.02,Future-proofed fresh-thinking conglomeration,Elizabethstad,Female,South Africa,7/17/2016 14:26,Yes
39.5,31,49911.25,148.19,Operative multi-tasking Graphic Interface,West Brad,Male,Micronesia,1/28/2016 16:42,Yes
75.19,31,33502.57,245.76,Implemented discrete frame,Johnstonshire,Male,Tajikistan,6/16/2016 18:04,No
76.21,31,65834.97,228.94,Ameliorated exuding encryption,Lake Timothy,Male,Bolivia,6/19/2016 23:21,No
67.76,31,66176.97,242.59,Programmable high-level benchmark,Anthonyfurt,Female,Cameroon,5/24/2016 17:42,No
40.01,53,51463.17,161.77,Sharable multimedia conglomeration,East Brettton,Female,Ecuador,03/01/2016 22:06,Yes
52.7,41,41059.64,109.34,Team-oriented high-level orchestration,New Matthew,Male,Zambia,1/31/2016 8:50,Yes
68.41,38,61428.18,259.76,Grass-roots empowering paradigm,Christopherchester,Female,NA,4/30/2016 15:27,No
35.55,39,51593.46,151.18,Robust object-oriented Graphic Interface,Westshire,Female,Micronesia,1/13/2016 20:38,Yes
74.54,24,57518.73,NA,Switchable secondary ability,Alexisland,Female,Bahamas,3/30/2016 16:15,No
81.75,24,52656.13,190.08,Open-architected web-enabled benchmark,Kevinchester,NA,Cape Verde,4/29/2016 18:53,No
87.85,31,52178.98,210.27,Compatible scalable emulation,New Patriciashire,Male,French Polynesia,6/14/2016 19:48,No
60.23,60,46239.14,151.54,Seamless optimal contingency,Port Brenda,Male,Saudi Arabia,7/15/2016 15:43,Yes
87.97,35,48918.55,149.25,Secured secondary superstructure,Port Brianfort,Male,France,3/24/2016 5:38,No
78.17,27,65227.79,192.27,Automated mobile model,Portermouth,Male,Burundi,4/26/2016 20:57,No
67.91,23,55002.05,146.8,Re-engineered non-volatile neural-net,Hubbardmouth,Male,Latvia,01/12/2016 03:28,Yes
85.77,27,52261.73,191.78,Implemented disintermediate attitude,South Brian,Male,Morocco,04/09/2016 23:26,No
41.16,49,59448.44,150.83,Configurable interactive contingency,Hendrixmouth,Male,Venezuela,3/28/2016 9:15,Yes
53.54,39,47314.45,108.03,Optimized systemic capability,Julietown,Female,Palau,6/23/2016 11:05,Yes
73.94,26,55411.06,236.15,Front-line non-volatile implementation,Lukeport,Male,Isle of Man,1/24/2016 1:53,No
63.43,29,66504.16,236.75,Ergonomic 24/7 solution,New Shane,Male,Peru,4/15/2016 10:18,No
84.59,36,47169.14,241.8,Integrated grid-enabled budgetary management,Lake Jillville,Male,Belgium,4/26/2016 13:13,No
70.13,31,70889.68,224.98,Profit-focused systemic support,Johnsonfort,Female,Croatia,5/16/2016 23:21,No
40.19,37,55358.88,136.99,Right-sized system-worthy project,Adamsbury,Female,France,1/18/2016 2:51,Yes
58.95,55,56242.7,131.29,Proactive actuating Graphical User Interface,East Maureen,Male,Slovenia,6/20/2016 8:34,Yes
35.76,51,45522.44,195.07,Versatile optimizing projection,North Angelastad,Female,Peru,7/18/2016 4:53,Yes
59.36,49,46931.03,110.84,Universal multi-state system engine,Amandafort,Female,Belarus,07/01/2016 01:12,Yes
91.1,40,55499.69,198.13,Secured intermediate approach,Michaelmouth,Male,Bolivia,03/07/2016 22:51,No
61.04,41,75805.12,149.21,Operative didactic Local Area Network,Ronaldport,Female,Benin,05/02/2016 15:31,Yes
74.06,23,40345.49,225.99,Phased content-based middleware,Port Davidland,Female,Wallis and Futuna,7/23/2016 6:18,No
64.63,45,15598.29,158.8,Triple-buffered high-level Internet solution,Isaacborough,Male,Azerbaijan,06/12/2016 03:11,Yes
81.29,28,33239.2,219.72,Synergized well-modulated Graphical User Interface,Lake Michael,Female,Mongolia,2/15/2016 20:41,No
76.07,36,68033.54,235.56,Implemented bottom-line implementation,West Michaelshire,Female,Denmark,1/23/2016 1:42,No
75.92,22,38427.66,182.65,Monitored context-sensitive initiative,Port Calvintown,Female,Russian Federation,2/26/2016 1:18,No
78.35,46,53185.34,253.48,Pre-emptive client-server open system,Parkerhaven,Female,Brazil,01/11/2016 02:07,No
46.14,28,39723.97,137.97,Seamless bandwidth-monitored knowledge user,Markhaven,Male,Ethiopia,04/04/2016 13:56,Yes
44.33,41,43386.07,120.63,Ergonomic empowering frame,Estradashire,Female,Guyana,1/14/2016 9:27,Yes
46.43,28,53922.43,137.2,Reverse-engineered background Graphic Interface,Brianland,Male,Ethiopia,4/25/2016 3:18,Yes
66.04,27,71881.84,199.76,Synergistic non-volatile analyzer,Cassandratown,Female,Mauritius,03/05/2016 23:02,No
84.31,29,47139.21,225.87,Object-based optimal solution,West Dannyberg,Female,Djibouti,01/06/2016 21:43,No
83.66,38,68877.02,175.14,Profound dynamic attitude,East Debraborough,Female,Syrian Arab Republic,2/18/2016 3:58,No
81.25,33,65186.58,222.35,Enhanced system-worthy toolset,Frankchester,Male,Saint Martin,4/16/2016 14:15,No
85.26,32,55424.24,224.07,Reverse-engineered dynamic function,Lisafort,Male,Netherlands Antilles,2/24/2016 6:18,No
86.53,46,46500.11,NA,Networked responsive application,Colemanshire,Female,Greece,6/29/2016 1:19,No
NA,26,58820.16,224.2,Distributed intangible database,Troyville,Male,Madagascar,01/05/2016 06:34,No
52.84,43,28495.21,122.31,Multi-tiered mobile encoding,Hobbsbury,Female,Senegal,7/16/2016 10:14,Yes
85.24,31,NA,182.84,Optional contextually-based flexibility,Harrisonmouth,NA,Burkina Faso,6/17/2016 3:23,No
74.71,46,37908.29,258.06,Proactive local focus group,Port Eugeneport,Male,Czech Republic,6/13/2016 11:06,No
82.95,39,69805.7,201.29,Customer-focused impactful success,Karenmouth,Female,Lao People's Democratic Republic,04/05/2016 08:18,No
76.42,26,60315.19,223.16,Open-source optimizing parallelism,Brendaburgh,Male,Netherlands Antilles,4/17/2016 18:38,No
42.04,49,67323,182.11,Organic logistical adapter,New Christinatown,Female,Qatar,02/03/2016 16:54,Yes
46.28,26,50055.33,228.78,Stand-alone eco-centric system engine,Jacksonstad,Male,Andorra,4/18/2016 21:07,Yes
48.26,50,43573.66,122.45,User-centric intermediate knowledge user,South Margaret,Male,Liechtenstein,6/18/2016 22:31,Yes
71.03,55,28186.65,150.77,Programmable didactic capacity,Port Georgebury,Female,China,03/12/2016 07:18,Yes
81.37,33,66412.04,215.04,Enhanced regional conglomeration,New Jessicaport,Female,Vietnam,1/15/2016 1:20,No
58.05,32,15879.1,195.54,Total asynchronous architecture,Sanderstown,Male,Tajikistan,02/12/2016 10:39,Yes
75,29,63965.16,230.36,Secured upward-trending benchmark,Perezland,Male,Eritrea,2/16/2016 2:29,No
79.61,31,58342.63,235.97,Customizable value-added project,Luisfurt,Female,Monaco,04/04/2016 21:23,No
52.56,31,33147.19,250.36,Integrated interactive support,New Karenberg,Male,Israel,4/24/2016 1:48,Yes
62.18,33,65899.68,126.44,Reactive impactful challenge,West Leahton,Female,Hungary,5/20/2016 0:00,Yes
77.89,26,64188.5,201.54,Switchable multi-state success,West Sharon,Female,Singapore,5/15/2016 3:10,No
66.08,61,58966.22,184.23,Synchronized multi-tasking ability,Klineside,Male,Cuba,01/07/2016 23:02,Yes
89.21,33,44078.24,210.53,Fundamental clear-thinking knowledgebase,Lake Cynthia,Female,Reunion,7/19/2016 12:05,No
49.96,55,60968.62,151.94,Multi-layered user-facing parallelism,South Cynthiashire,Male,Zambia,04/04/2016 00:02,Yes
77.44,28,65620.25,210.39,Front-line incremental access,Lake Jacob,Female,Gabon,06/10/2016 04:21,No
82.58,38,65496.78,225.23,Open-architected zero administration secured line,West Samantha,Male,Dominica,03/11/2016 14:50,No
39.36,29,52462.04,161.79,Mandatory disintermediate info-mediaries,Jeremybury,Male,Bahamas,1/14/2016 20:58,Yes
47.23,38,70582.55,149.8,Implemented context-sensitive Local Area Network,Blevinstown,Male,Tokelau,6/22/2016 5:22,Yes
87.85,34,51816.27,153.01,Digitized interactive initiative,Meyerchester,Female,Turkmenistan,3/19/2016 8:00,No
65.57,46,23410.75,130.86,Implemented asynchronous application,Reginamouth,Female,Belgium,4/15/2016 15:07,Yes
78.01,26,62729.4,200.71,Focused multi-state workforce,Donaldshire,Male,French Guiana,3/28/2016 2:29,No
44.15,28,48867.67,141.96,Proactive secondary monitoring,Salazarbury,Male,Martinique,1/22/2016 15:03,Yes
43.57,36,50971.73,125.2,Front-line upward-trending groupware,Lake Joshuafurt,Male,French Polynesia,6/25/2016 17:33,Yes
76.83,28,67990.84,192.81,Quality-focused 5thgeneration orchestration,Wintersfort,Female,Ecuador,03/04/2016 14:33,No
42.06,34,43241.19,131.55,Multi-layered secondary software,Jamesmouth,Female,Puerto Rico,6/29/2016 2:48,Yes
76.27,27,60082.66,226.69,Total coherent superstructure,Laurieside,Male,United Arab Emirates,6/18/2016 1:42,No
74.27,37,65180.97,247.05,Monitored executive architecture,Andrewmouth,Male,Burkina Faso,1/31/2016 9:57,No
73.27,28,67301.39,216.24,Front-line multi-state hub,West Angela,Male,Luxembourg,5/22/2016 15:17,No
74.58,36,70701.31,230.52,Configurable mission-critical algorithm,East Carlos,Female,Jamaica,7/22/2016 11:05,No
77.5,28,60997.84,225.34,Face-to-face responsive alliance,Kennedyfurt,Male,Antarctica (the territory South of 60 deg S),7/13/2016 14:05,No
87.16,33,60805.93,197.15,Reduced holistic help-desk,Blairville,Female,China,02/11/2016 11:50,No
87.16,37,NA,231.95,Pre-emptive content-based frame,East Donnatown,Male,Western Sahara,3/16/2016 20:33,No
66.26,47,14548.06,179.04,Optional full-range projection,Matthewtown,Male,Lebanon,4/25/2016 19:31,Yes
65.15,29,41335.84,117.3,Expanded value-added emulation,Brandonbury,Female,NA,7/14/2016 22:43,Yes
68.25,33,76480.16,198.86,Organic well-modulated database,New Jamestown,Male,Vanuatu,5/30/2016 8:02,No
73.49,38,67132.46,244.23,Organic 3rdgeneration encryption,Mosleyburgh,Female,Vanuatu,2/14/2016 11:36,No
39.19,54,52581.16,173.05,Stand-alone empowering benchmark,Leahside,Female,Guatemala,1/23/2016 21:15,Yes
80.15,25,55195.61,214.49,Monitored intermediate circuit,West Wendyland,Female,Greenland,7/18/2016 2:51,No
NA,28,48679.54,189.91,Object-based leadingedge complexity,Lawrenceborough,Female,Syrian Arab Republic,02/10/2016 08:21,No
73.88,29,63109.74,233.61,Digitized zero-defect implementation,Kennethview,Female,Saint Helena,01/04/2016 06:37,No
58.6,19,44490.09,197.93,Configurable impactful firmware,West Mariafort,Male,Lebanon,06/05/2016 21:38,No
69.77,54,57667.99,132.27,Face-to-face dedicated flexibility,Port Sherrystad,Female,Malta,06/01/2016 03:17,Yes
87.27,30,51824.01,204.27,Fully-configurable 5thgeneration circuit,West Melissashire,Male,Christmas Island,03/06/2016 06:51,Yes
77.65,28,66198.66,208.01,Configurable impactful capacity,Pamelamouth,Female,Ukraine,2/26/2016 19:35,No
76.02,40,73174.19,219.55,Distributed leadingedge orchestration,Lesliefort,Female,Malta,7/13/2016 14:30,No
78.84,26,56593.8,217.66,Persistent even-keeled application,Shawnside,Male,Italy,6/29/2016 7:20,No
71.33,23,31072.44,169.4,Optimized attitude-oriented initiative,Josephmouth,Female,Japan,3/15/2016 6:54,Yes
81.9,41,66773.83,225.47,Multi-channeled 3rdgeneration model,Garciatown,Female,Mauritius,06/11/2016 06:47,No
46.89,48,72553.94,176.78,Polarized mission-critical structure,Chaseshire,Male,Turkey,7/17/2016 13:22,Yes
77.8,57,43708.88,152.94,Virtual executive implementation,Destinyfurt,Female,Namibia,2/14/2016 14:38,Yes
45.44,43,48453.55,119.27,Enhanced intermediate standardization,Mezaton,Female,China,05/04/2016 05:01,Yes
69.96,31,73413.87,214.06,Realigned tangible collaboration,New Kayla,Male,Netherlands,5/20/2016 12:17,No
87.35,35,58114.3,158.29,Cloned dedicated analyzer,Carsonshire,Male,Gibraltar,1/26/2016 2:47,No
49.42,53,45465.25,128,Ameliorated well-modulated complexity,Jacquelineshire,Male,Congo,07/07/2016 18:07,Yes
71.27,21,50147.72,216.03,Quality-focused bi-directional throughput,South Blakestad,Male,Senegal,01/11/2016 12:46,No
49.19,38,61004.51,123.08,Versatile solution-oriented secured line,North Mark,Female,Hungary,05/12/2016 12:11,Yes
39.96,35,53898.89,138.52,Phased leadingedge budgetary management,Kingchester,Male,Pitcairn Islands,2/28/2016 23:21,Yes
85.01,29,59797.64,192.5,Devolved exuding Local Area Network,Evansfurt,Female,Slovakia (Slovak Republic),05/03/2016 16:02,No
68.95,51,74623.27,185.85,Front-line bandwidth-monitored capacity,South Adamhaven,Male,United States Virgin Islands,3/15/2016 20:19,No
